Area,Bedrooms,Age,Price
3803,5,3,20470994
3625,6,5,20333155
3565,5,27,18495028
1977,4,9,11272068
605,1,38,2465095
3486,4,36,18224949
2147,4,19,11483780
2847,4,35,14352930
4075,6,34,21254351
1510,1,26,7621920
3659,5,12,19643769
663,2,11,3524806
4534,6,15,24428034
1514,3,27,7656189
3729,5,25,20041024
3748,5,33,19515487
3422,4,15,18613154
1746,1,27,8666785
1415,1,39,6163353
4927,8,17,26529330
3252,6,40,17129492
1299,1,3,6591962
3274,4,25,17205715
2083,3,33,10161841
870,2,39,4079063
3218,3,25,16543195
2879,3,6,15696693
2240,3,4,12413450
1883,1,0,9711649
979,2,3,5462792
1759,1,5,9547958
2059,3,11,11074490
4698,6,6,25519966
2801,3,23,14402274
4824,8,32,25641106
1333,1,23,6675672
3279,6,16,17948631
4328,5,12,22951170
1241,1,15,6375143
2090,2,13,11044252
4213,6,30,22148936
1253,1,24,6097209
1976,2,39,9798195
4167,7,10,23043582
4224,5,1,22913141
3902,7,3,21601427
3545,4,40,17971847
2016,2,10,10766039
2509,2,21,12856474
3335,5,38,17239012
3256,6,10,18287575
1126,2,25,5642683
3104,4,15,16384565
1446,3,0,8005126
1010,1,38,4336670
3319,5,35,17665026
664,1,36,2252508
4866,7,40,25910218
2716,5,38,14270509
3975,5,35,20340586
1758,2,2,9554703
1136,2,33,5003155
1768,2,4,9701519
2737,5,29,14735497
3008,5,34,15831566
3129,3,32,15646024
3627,4,15,19597597
1719,1,19,8859231
2915,3,6,15842353
4181,6,31,22383036
2539,2,8,13312284
2754,3,27,14179485
3306,4,37,16795677
3935,7,24,21406456
4543,6,1,24785509
1384,3,32,7187321
934,2,18,4610112
2894,3,5,15827882
1482,2,36,6895147
1684,3,14,9272328
3590,5,28,18995069
2587,3,34,13206296
1830,1,19,9465428
3439,5,9,18799395
1616,1,32,7352439
2549,2,9,13432997
1691,1,12,8642320
1902,2,19,9548572
2857,3,2,15114667
1835,1,12,9600758
1460,3,31,7214469
641,1,28,2894805
1893,2,30,9443718
3660,5,7,19541137
2650,5,31,14061596
2392,4,26,12425360
2628,3,18,13953656
1691,3,31,8366435
1024,2,19,5095193
1273,2,0,6705395
3334,4,29,17321228
2347,3,9,12763417
2686,3,2,14376598
4432,7,34,23206791
3543,5,30,18901051
1346,2,12,7373202
2562,2,21,13429020
3665,4,18,19326503
781,1,33,3462039
3352,5,5,18671788
4951,8,2,27305155
1442,1,5,7675289
1457,2,40,6621248
3106,5,15,17123519
1283,2,14,7066512
2188,3,24,11625132
773,1,31,3433132
2660,5,18,14297768
1936,2,17,10250349
3906,7,29,20618258
2899,5,27,15335019
1754,1,19,8804608
2625,5,4,14259248
1699,3,39,8552802
2494,3,2,13484705
3891,4,33,20337208
2758,3,36,14075397
1198,2,40,5244111
4062,5,15,21546532
3180,5,4,17640056
1167,2,10,6040651
3889,4,0,20999373
4050,5,31,21373083
3995,5,17,21192742
3909,6,13,21004148
649,1,20,3025864
1608,1,8,8526923
1166,2,6,6266873
1200,1,39,5186898
4267,7,27,22538836
1697,2,20,8498893
2315,4,40,11370611
1749,2,28,8536372
3391,4,34,17480322
2102,4,5,11563519
4700,8,32,24844105
3225,5,11,17335340
1787,2,13,8957881
1375,2,13,7322128
3070,4,20,15943907
976,1,20,4325260
2447,2,19,12306581
2266,4,15,12510540
2474,4,4,13531329
736,2,20,3331174
2309,3,28,11795724
1705,2,22,8381058
1891,1,6,10022858
4251,5,24,22300347
4514,5,13,24070948
1895,2,9,9881022
4744,8,37,25437402
4255,5,5,22887427
2171,3,25,11266432
4622,7,13,25438842
3258,5,20,17191825
886,1,39,3388819
2648,3,2,14384836
4251,5,7,22837105
3993,5,25,21357951
4959,8,23,26698233
1458,2,19,7495984
2607,3,14,13833853
680,1,4,3867809
2430,4,16,13109966
2682,5,2,15049158
3444,6,32,18343076
3616,5,34,19084229
1740,2,2,9479166
4211,7,23,23106852
1584,3,24,7786864
3533,5,35,18185777
4900,6,11,26182334
4649,6,14,25456244
4126,6,8,22213392
2695,3,23,13606315
2464,3,19,12655863
1572,2,28,8119336
1143,2,17,5584459
4775,6,23,25179013
3994,7,18,21824074
2151,2,40,10040591
1311,2,38,6311064
2615,5,3,14561895
2857,3,19,14792476
4476,6,11,24183776
4546,6,28,24241839
750,2,20,3387282
2079,3,33,10443470
4371,7,8,24025537
3902,5,10,20738297
4448,5,32,23457658
4890,8,0,27404174
2780,4,2,15561299
4699,8,37,25390252
3111,4,26,15964205
2561,4,36,13251123
819,1,9,4518810
1826,3,24,9104578
3492,4,22,18273262
2732,4,13,14988598
2326,4,24,12409224
3710,4,20,19291072
4792,7,20,25738007
4620,7,24,24472554
2186,2,12,11528585
2669,3,0,14749639
4854,8,1,26833879
2671,4,3,14535860
2650,4,17,13766978
3720,6,24,19715216
2668,4,31,13679550
3059,3,30,15407408
1956,2,1,10591907
4666,6,4,25141652
1586,3,4,9026771
1648,1,23,8371559
1643,2,23,8647996
4547,5,23,23922524
2988,5,39,15103957
3287,4,7,17969947
3214,3,12,17386288
1516,2,39,7073339
1694,3,7,9152228
4107,6,8,22081858
4734,6,3,25838582
1521,1,14,7332241
2661,5,20,14058253
4172,6,14,22976572
1360,1,38,6235127
3926,6,27,20591170
2311,4,12,12840201
931,2,14,4706884
4746,7,27,25620795
2422,3,29,12201115
3388,6,0,18825284
4624,6,29,24283284
2686,4,7,14368343
858,1,29,3520475
1733,2,9,8983890
4297,7,17,23348663
1780,3,13,9327632
3881,4,30,20002682
2666,4,16,14182639
4683,6,9,25116773
2688,4,4,14894452
934,1,0,5347681
2735,4,2,14803367
4749,6,19,25251562
2074,4,34,10389591
4691,7,21,25369862
3454,6,11,19103852
3255,5,1,17900466
3214,3,23,17002567
2506,4,30,12697210
2453,4,8,13558971
650,1,4,3288695
1408,2,29,6699161
1261,1,22,5839555
864,2,3,4460581
1445,3,26,7375221
3722,5,25,19718624
2720,3,33,13812910
1107,2,16,5762857
2831,3,1,15496400
1577,2,26,7572850
1626,1,18,8387112
863,1,19,4216017
1354,2,30,6383673
3016,4,20,15590841
2240,3,38,11033384
4479,7,39,23708439
3753,4,3,20170930
1412,2,4,7293642
2802,3,19,14685020
2251,4,10,12466941
1591,2,38,7624569
1619,2,10,8752289
1858,1,2,9905459
4854,8,26,26130829
1870,1,2,9650769
4993,6,14,26510537
4027,7,8,22476437
3030,4,23,16229417
865,2,11,4684988
4042,5,17,21907502
4871,7,38,25409805
2047,3,5,11047349
4523,6,4,25052261
1928,1,5,10487926
3080,4,23,16493580
4870,6,9,26561664
2044,4,21,10542165
1573,2,15,8419624
4585,7,14,25249936
2437,3,38,12335364
4142,7,11,22524841
3595,4,40,18027544
3890,4,16,20650277
953,1,28,4085774
1848,3,28,9751865
3682,5,24,19449708
1090,2,38,4665056
3754,6,15,20607809
4329,5,3,23367418
2486,3,7,13517370
2580,4,12,14093041
3837,4,28,19634929
3719,5,36,19111594
3203,3,17,16750175
3067,5,35,15672420
2542,4,16,13952467
946,2,0,4985043
4406,7,23,23788929
2953,5,35,15314294
2915,4,18,15172956
2208,4,32,11434807
3936,6,7,21211780
1863,3,19,9686261
2168,2,4,11362184
3557,4,36,18014675
3593,6,10,19955533
1102,1,27,5162689
1704,3,9,9503851
4719,7,4,25928490
3052,4,3,17015585
4555,6,39,23566090
3071,3,18,15833184
1049,1,6,5097607
1204,1,38,5487720
808,1,10,3911398
4333,5,9,23411600
3816,6,30,20272186
2343,2,17,12483702
2778,3,34,14005741
4057,5,19,21788697
4696,7,38,25195131
1151,1,15,5365015
2273,3,7,12644442
3705,5,40,19496387
808,1,2,4379503
1416,2,40,6307567
3153,4,31,16457688
1328,1,19,6173388
3525,4,3,19031207
2024,4,7,11172734
3386,4,25,17939884
4653,6,14,24777361
4301,7,40,23071771
3853,4,15,20406654
685,1,0,4109999
3878,6,40,19977313
2336,4,33,11733439
3990,5,24,21071625
766,1,39,3243628
4522,5,8,24397549
4524,6,25,24333951
1415,1,37,6229311
2517,4,33,13323691
2727,4,34,14248929
4994,7,34,26117596
2641,4,11,14261305
4872,8,32,25756217
979,1,9,5058246
1600,2,34,8066915
4731,7,28,25106508
4654,8,40,25154763
2114,2,21,11190365
4459,7,36,24043050
3242,4,3,17720218
4596,6,0,25344678
3140,4,7,17027627
4220,5,6,22604605
3150,5,33,16843959
1679,2,22,8553957
4949,6,16,26196783
2015,4,16,10541903
1525,1,40,6973549
4531,5,17,24481751
1882,2,8,10151739
3235,4,35,16625427
2514,4,14,13177672
3634,6,6,20375335
4444,7,7,24787590
3191,5,35,16518182
2089,2,36,10282761
3484,4,28,18261078
4881,7,3,26896987
4540,5,15,24468410
3911,6,9,21298419
4907,7,7,27097643
1699,2,5,9482538
1785,3,0,9729015
783,1,16,3421798
2059,4,30,10559746
3363,4,35,17387479
4040,7,16,22196929
3705,5,17,19860367
2552,4,5,13950819
3134,4,37,15932609
1416,3,23,7404043
917,1,12,4832565
1149,1,35,5385412
3047,5,1,16964919
2914,5,7,16438837
3138,3,13,16838728
2037,2,16,10763000
2381,2,1,13115274
4389,7,37,22960505
2544,3,18,13153532
3410,6,25,18449842
1753,1,5,9206566
2548,3,3,13578042
2583,4,21,13898864
2509,4,19,13458001
1204,1,4,6331745
4903,6,5,26383670
1946,3,40,9744463
1126,1,1,5736105
4289,7,30,23279805
2517,2,16,12673424
3517,4,31,17955776
3781,6,18,20328948
4066,6,20,21932495
2350,4,0,13169046
3248,4,18,16900036
1254,1,18,5997402
1692,2,3,8765065
2331,4,37,12102613
1803,2,35,8475730
4201,6,4,22789593
2141,4,38,11149146
4754,6,27,25188302
4489,7,19,24136766
885,2,12,4476081
618,1,18,3208818
2137,2,37,10533144
1889,2,33,9606454
4515,6,2,24814408
2900,5,2,16009323
3904,6,4,21218298
4725,6,7,26078267
2267,4,15,12599611
1679,3,27,8399386
673,2,26,3308258
4103,5,33,21356108
671,1,14,3118512
2567,3,10,13602221
2980,4,17,15871545
3451,5,3,18726304
3624,4,21,19372778
4274,5,12,23161969
4977,7,14,27117997
1015,1,3,5489185
4392,6,22,23779923
4754,8,15,26019966
4961,7,35,26621775
2440,4,20,12629260
2384,2,7,12478879
2861,5,4,15677639
2543,2,19,13342073
2782,5,8,15089426
969,1,30,4022837
2901,5,8,15789375
764,1,34,3498472
3022,5,11,16612056
999,2,36,4880567
2541,4,20,13452304
4204,6,28,22451821
1271,1,13,6097374
2146,2,33,10811482
936,2,25,4876747
1301,1,24,6176638
1950,4,5,10537552
1987,3,22,10479035
1453,2,3,8089206
3967,6,40,20402067
4990,6,23,26217983
2637,5,40,13457276
2106,4,16,11459183
3955,6,11,21533259
4527,7,3,24798586
2105,4,31,11223985
3684,4,30,19178748
2082,2,23,10287709
2193,4,18,11608276
4266,7,39,22877703
1164,1,28,5413394
2272,4,18,12101925
2909,3,22,15231148
1556,3,19,8325878
4372,6,12,23594752
3547,5,12,19459564
2954,3,4,16205013
1337,2,31,6094290
4743,7,35,25100755
769,1,39,2893698
1806,2,31,8920372
1988,4,4,10850421
3890,6,10,21001549
1082,1,37,4488064
3974,6,15,21505211
1626,2,7,8790350
4201,6,38,21947964
4170,7,10,23179078
2307,4,18,12491120
4350,5,27,22887142
2444,4,40,12109727
2941,4,0,16332960
2337,3,21,12022937
3769,5,36,19436077
1799,2,32,8494190
4770,7,0,26126181
1281,2,25,6408205
4512,7,28,23925056
3278,4,2,17597262
3410,6,21,18786634
2056,3,37,10615785
1355,3,19,6900216
2264,3,21,11614534
833,1,1,4743113
3767,6,21,20203811
4015,7,29,21503917
3693,6,13,20508042
2186,4,33,11176795
4817,6,7,26397520
3461,4,4,18772092
3860,5,32,20335021
3538,6,21,18815402
4533,7,8,24713097
3964,5,17,21406196
625,1,19,2991363
3461,4,34,18202298
4930,6,15,26548026
3648,5,20,19184190
859,2,5,4497380
4767,7,4,26045068
2295,4,24,12302508
2627,5,2,14750670
1175,2,28,5502776
1636,2,19,8309647
1743,2,0,9207667
659,1,25,2777400
2827,4,30,14786596
4608,6,8,24694209
1041,1,35,4380298
2163,4,21,11355050
3603,6,32,19183264
4877,6,10,26736776
897,2,3,4712656
3604,5,19,19083471
4288,7,11,23570615
1280,1,5,7029861
1269,2,26,6068033
1686,3,12,8878349
3084,4,28,15726451
4498,5,22,23493352
3767,6,32,19660599
1366,3,1,7419766
1149,1,36,4872835
1415,1,35,6204603
2466,3,3,13347870
1045,1,16,5320932
2724,4,1,14970688
956,2,2,5315927
1917,3,11,10435698
1170,1,28,5797772
635,1,16,3068646
4319,5,23,22769875
4432,5,5,23809573
3213,5,35,16657187
3541,6,22,18797757
3559,4,15,18621049
968,1,16,5041251
3358,5,2,18398187
3674,5,28,19551041
2952,4,20,15310937
3196,3,33,15985058
1867,3,13,9886161
4050,7,23,22157348
3017,4,26,16006972
1490,3,5,8171239
870,1,4,5004105
1474,2,1,8256553
3046,4,37,15270548
2352,2,30,12156657
1389,3,29,7079183
2331,2,23,11557210
1252,1,34,5624913
3027,3,20,15665611
3995,6,31,20794638
3758,4,15,19704561
3627,6,16,19611858
4031,7,18,21819008
1110,2,19,5860956
908,2,11,4810747
2177,2,23,10931395
677,1,27,2991889
1748,1,0,9234004
1320,2,9,7335598
2362,2,33,11544215
1158,1,26,5711887
2229,2,10,11524582
2100,3,28,10712269
4393,5,37,23046634
1592,1,2,8052184
2176,3,17,11696346
2980,3,13,15573139
1012,1,22,4906371
2329,4,2,13247771
4211,5,39,22085545
3227,4,28,17096371
3193,4,17,16860428
4407,6,18,23498667
3810,6,30,20305253
3643,4,19,18872550
1587,3,20,8264673
1999,2,20,10258136
2280,3,5,12240212
2376,3,15,12560336
3137,5,10,16735852
1563,2,29,7976636
2481,4,31,12765144
3721,6,10,20633243
2895,5,7,16292215
4364,6,32,23119221
1933,3,13,10089340
2146,4,6,12231257
2091,3,38,10698298
4914,7,38,26009063
4963,8,32,26369812
4380,7,28,23285137
2578,2,8,13598927
3054,4,31,16108156
4063,7,31,21864462
3177,5,38,16574669
1627,1,29,7640650
4699,6,17,25486460
2546,4,29,12871179
1316,3,24,6508911
1737,3,10,9581713
2331,3,15,12424288
2767,3,37,14234318
3787,5,18,19922306
1785,2,7,9116118
4290,6,24,23198738
1355,2,40,6647317
1881,2,1,9962134
2357,3,4,12986407
3079,4,6,16527887
3719,4,38,19158462
4521,7,6,25116416
2832,4,0,15661926
3999,6,8,22065412
3262,6,30,17576576
1651,2,33,8283513
3274,5,22,17537293
1099,2,34,4739295
1911,2,37,8994907
3297,5,29,17138931
930,2,38,4450147
2505,2,38,12145847
3196,4,16,17003612
3080,3,9,16138632
3019,4,39,15027114
4795,8,9,26784047
1643,3,24,8381657
4557,8,28,24928851
1306,1,2,7070631
3175,4,5,17458218
3306,6,25,17604206
1357,3,9,7686199
2066,4,19,11177889
653,2,10,3276656
4193,6,25,21980800
3626,5,13,19533016
3521,6,21,19287168
4110,6,33,21773292
2292,4,5,12559040
4894,7,23,26079510
4934,6,6,26843189
3629,4,24,18914333
931,1,11,4793043
1191,1,7,6594749
760,2,13,4004189
2097,2,10,10787709
1821,2,16,9100857
2664,5,34,14235044
3278,4,25,17271806
2151,3,11,11565182
788,1,25,3491675
3059,5,11,16378358
2156,2,28,10418263
3709,4,13,19932074
4272,7,20,22778870
4125,5,22,21638679
2826,5,7,15918721
4724,6,24,24983636
2623,3,22,14036785
2896,3,2,15926778
4424,5,7,24133589
3033,3,32,15522291
3878,6,25,21035450
3738,5,1,20841404
4630,6,0,25607003
1421,3,11,7729788
940,1,6,5164018
935,1,28,4315730
4032,6,32,21328952
1323,3,34,6474316
2599,2,3,14228924
4234,6,29,22097342
2945,4,7,15817820
2423,3,11,12714712
1270,1,29,5740773
1397,1,6,7092673
3346,4,6,18146887
1020,1,26,4597799
2469,4,9,13766059
2724,5,3,15291102
4039,5,16,21504375
1176,1,24,5543003
4840,7,38,25328372
3789,6,22,20531285
4677,7,18,25331207
3133,5,28,16814744
4926,8,8,27300110
2847,3,11,14993155
2687,3,16,13828581
660,1,14,2958757
4085,5,23,21876655
1742,3,15,8922299
4874,8,27,26358361
2653,5,27,14400060
2406,3,19,12236546
3160,3,16,16352312
1111,1,24,5151679
4428,6,0,24690586
4461,7,29,23604655
3852,6,13,21246889
1905,2,9,10407002
931,1,19,4126832
826,1,13,3732296
3377,5,16,18447553
3708,5,36,19000145
3117,4,37,15589572
4434,7,25,23849727
2123,4,5,11596819
2873,5,22,15615176
2328,4,18,12525130
3302,5,39,17282839
2849,5,5,15884335
1158,2,5,6429277
4497,7,4,24440616
1400,2,17,7106566
3494,5,28,18204337
1989,4,32,10491080
3789,4,9,20704335
4581,7,38,24562247
4530,5,7,24721010
4080,6,0,22412096
4200,6,22,22510482
3881,5,23,20490006
2576,2,20,13183510
1998,4,35,10152055
3287,4,33,17321022
2567,3,20,13205198
3742,6,30,20200102
1277,1,4,6930637
3384,5,29,18205099
3533,5,11,18752511
2024,3,28,10624253
3204,4,22,16617478
1503,1,37,6597112
1461,3,15,7931044
787,1,28,3387516
1976,4,10,10545996
3904,6,4,21837825
4362,6,31,23054372
4402,5,31,22963670
4860,6,7,26613234
1740,3,37,8711268
4649,7,28,25086967
4867,6,39,25288541
3245,5,23,17514780
1100,1,15,5631732
849,2,23,4063377
4609,7,33,24274986
2669,4,37,13661066
3679,4,9,19644903
663,1,32,2971595
2326,2,12,11888436
1716,2,8,9255502
3150,3,10,16358818
4951,7,1,27501939
4035,5,11,21588141
3462,4,15,18401541
2782,3,30,14456270
2785,3,3,15364891
1694,2,13,8827138
2572,4,13,13661687
1034,2,6,5584182
2892,3,27,15028445
2766,4,26,14825960
3502,5,28,18248709
836,1,31,3600615
3388,6,4,18957747
2076,3,36,10262664
4718,6,1,25762845
2179,4,21,11399022
1296,1,6,6415533
1391,3,28,6917718
2102,2,17,10582192
3073,3,16,16221820
794,1,33,3586806
1199,1,32,5550908
2017,3,14,11021409
943,2,11,5050243
3720,4,29,19192018
2401,2,34,12266735
1363,1,7,6976685
3146,4,7,16962723
4420,7,9,24428346
4491,5,14,23811664
4828,6,34,25096671
2718,4,3,14750569
2004,3,37,9899409
2789,5,18,14693803
3967,7,15,22058005
3476,6,31,18622397
4805,7,9,26476278
3314,6,37,17157802
4266,6,31,22612569
4728,8,11,25836154
3118,4,39,16145455
1986,2,11,10220231
2658,4,35,14013654
3981,6,12,21358269
3374,5,5,18232297
1968,3,32,10156530
3632,5,40,18763602
4486,5,39,23056724
3121,4,19,16439614
3015,4,31,15823293
3086,3,16,16329495
4452,5,36,23211590
1631,1,1,8333098
1996,3,20,10251632
3087,5,4,16744000
4434,5,32,23250046
2885,5,36,15150303
1366,1,19,6968469
1352,1,33,6419521
4869,8,33,25760100
892,2,4,4895287
3230,4,22,16898425
1471,3,8,8172338
3419,4,23,17614119
3162,5,5,17617837
3135,3,1,16940627
4209,5,33,21952605
868,2,2,5083479
1307,3,28,6680823
2205,3,1,12126388
3416,5,26,17841837
3133,4,28,16432277
3039,3,22,15979601
4808,7,6,26682936
764,1,28,2970864
2550,3,34,13240316
3569,6,26,19225192
3278,6,5,18230293
3879,5,39,19962778
4465,7,3,24884871
4064,5,30,21557340
4119,7,13,22494306
4854,6,2,26534171
3456,6,10,19250913
1009,1,22,4595139
4500,6,24,23676298
3556,5,27,18386520
4294,5,36,22612029
2104,2,34,10041042
3653,4,3,19842644
1530,3,13,8395206
4724,7,26,25270145
1025,1,15,5128686
1851,2,8,9955376
929,1,20,4108743
1807,1,2,9887856
3085,4,24,16111777
2414,3,2,13308450
614,1,15,2933041
4971,7,22,27104173
2971,4,31,15492744
4116,6,8,22779064
2925,3,35,14738119
4248,7,12,23497209
4649,8,25,25510556
2422,2,24,12287338
844,1,7,4266334
2173,4,21,11428369
1648,3,37,8091578
3825,4,23,19710303
4970,8,5,27698307
3500,4,29,18587528
4423,6,21,23710523
1553,1,15,7455284
2103,4,33,11216318
3917,7,8,21378440
4021,5,26,21182103
2633,4,25,13606061
4965,8,6,27119183
1792,2,2,9398079
2679,5,2,14737998
4445,5,2,24183340
4192,5,0,22898222
2944,5,24,15424761
4919,6,16,26196765
897,1,18,4088144
2462,3,10,13452146
2701,4,4,14565600
1821,3,35,9317102
3359,6,7,18614386
2546,4,15,14006507
924,1,12,4610921
3040,3,35,15215191
2554,3,26,13504953
689,1,10,3696890
3749,5,24,20002221
4998,7,1,27131256
1660,2,4,8921454
4046,6,8,22096257
1215,2,27,5784445
1711,3,25,8909913
935,1,0,4859766
2423,3,6,13355899
1171,1,39,5293015
3487,5,7,18679773
2796,4,35,14120003
3842,4,31,19863220
4735,8,1,26266783
3087,4,8,16539509
3857,5,25,20603321
2127,3,39,10348171
2362,2,11,12378588
4961,8,5,27635191
1437,1,22,7273251
2964,4,38,15415438
3065,4,20,16106142
2697,5,38,14234939
912,1,32,3609329
2652,3,4,14198846
694,2,19,3277832
4238,6,36,22328770
2702,5,22,14347261
4471,6,36,23377692
3516,4,12,18451738
4554,7,14,25108735
717,1,27,3061176
3652,4,4,19603718
4426,7,0,24305023
1159,2,33,5464030
4862,8,26,26594991
1300,2,34,5900473
3065,3,33,15227779
2062,4,32,11029472
2783,4,14,14621240
2053,4,10,11077663
944,2,31,4437879
3645,5,28,19507252
3758,5,39,19178152
1120,2,29,5602627
1766,2,35,8799127
3078,5,5,16913473
703,1,24,3498161
2485,4,25,13008522
1691,3,9,9466469
1887,1,3,10147952
1453,1,7,7533450
1442,1,23,7115995
2011,4,10,10883159
2074,4,37,10213856
2440,2,8,13113895
3580,4,12,19461428
2687,3,17,14517350
4779,6,5,26342821
2187,4,28,11084488
2638,3,32,13548188
1042,1,7,5128277
3711,4,19,19539908
1952,3,18,10089266
4002,5,2,21963069
1381,1,30,6285227
4463,7,12,24491969
4858,7,24,25745364
1585,1,12,7761571
2862,4,36,14621404
1943,2,11,10501431
4426,6,8,23697083
4703,6,17,25312246
964,1,9,5112526
4162,5,6,22869734
4063,7,31,21966993
874,2,20,4237313
3674,5,16,19516257
3869,6,27,20656883
2733,3,20,14428669
3172,4,13,17306414
4756,8,27,25344072
3448,4,18,17960070
3633,5,33,19042794
4353,7,23,23563398
1808,2,12,9656176
3868,6,22,21051211
3261,5,4,17937315
2801,4,10,15298668
4117,7,30,21795230
1147,1,29,5311799
4171,7,3,23013087
4376,5,6,23368854
3868,6,32,20573838
3760,6,13,20337834
2665,5,31,14114696
1518,3,11,8461436
3898,6,17,20995613
4464,6,18,24210264
962,1,33,3977137
1336,2,39,6176074
2793,3,39,14152978
2126,2,35,10497496
2462,3,12,13425779
4328,6,24,22749350
1592,3,23,7909535
3170,5,17,16764722
1299,1,9,6915098
792,1,40,3288641
2968,4,21,15343281
3613,4,4,19225525
1962,4,12,11053954
3069,4,26,15784892
3888,6,5,21303234
2153,4,37,11114802
1267,2,8,6747720
4891,7,9,26398486
2804,4,19,14490861
2765,5,10,15562181
2607,5,12,14382780
3424,6,16,18559022
3861,4,32,19765256
3778,4,34,19598154
765,1,38,3310343
1416,3,0,7866592
872,1,40,3914144
2572,2,28,12944762
3530,4,38,17988377
4966,8,16,27259735
4019,6,1,22200150
3533,5,40,17890632
1475,1,32,7110902
3609,4,38,18534624
1294,1,7,6775467
2010,4,2,11511197
2223,2,36,10987728
2881,4,27,14721297
2445,4,1,13780757
3008,5,38,15220275
4090,5,22,21515649
4780,8,26,25952257
4527,5,22,23777617
3561,4,35,18331960
1822,1,9,9634571
1892,2,1,10163887
979,1,15,4809298
1725,3,27,8706295
2610,5,27,13979358
944,1,4,5225736
1818,1,4,9540214
3520,4,17,18681756
4623,7,5,25264261
3882,4,33,20082103
1726,1,29,8042586
4658,7,40,24347718
3938,7,7,21643645
2079,2,30,10219923
2722,3,0,14910244
1826,3,14,9717149
2047,2,9,10651539
790,2,38,3730350
4901,7,3,27324560
2976,5,17,15830504
670,1,15,3635064
1928,3,38,9577451
2127,4,14,11627964
3296,5,20,17922224
1541,3,10,8295514
4915,7,14,26880722
2369,4,13,12829598
3092,5,21,16860917
718,2,36,3263602
2973,5,18,15863307
2761,3,32,14157487
2192,2,20,11220032
4438,7,4,24431546
3476,5,10,19166747
1465,2,15,7731800
2081,3,11,10961720
4630,7,23,24712100
2971,4,21,16092348
1802,2,4,9485971
2298,4,11,12805262
4207,6,29,22059369
4779,7,9,25821223
4943,7,22,26894313
3887,4,5,20770994
3776,6,2,20873952
1746,1,13,9201479
1255,2,33,6200733
2146,3,40,10443311
2231,3,18,11330350
1768,2,1,9826919
2429,3,6,13319771
701,2,35,2717896
4610,6,36,24530225
2174,2,5,11881839
4265,6,23,22675271
4198,7,8,22785964
1944,3,20,10248609
2088,3,31,10477014
3280,5,28,17105340
4689,6,9,25407759
1593,1,20,7730344
2758,4,13,15073923
4497,6,22,23798655
3021,3,20,15727365
1851,2,26,9331675
4106,6,18,21830213
2133,2,18,10934455
4933,8,22,26545211
1378,2,21,6690416
1859,1,30,8817685
1069,2,31,4921800
1135,1,25,5279826
859,1,15,3992590
4521,6,4,24336625
4295,6,35,22817884
639,1,11,3121352
2003,4,28,10280781
1681,2,22,8211552
4205,5,11,22372905
1331,2,27,6874420
1632,3,36,7830569
1524,1,4,8420619
1000,1,4,5094683
3546,6,37,18824266
1438,1,28,6995531
4470,5,33,23579262
3105,4,33,16151898
2524,3,37,12279710
2852,4,22,15148182
3478,6,27,18383605
4391,5,2,24246412
2226,3,18,12008729
1605,1,17,7771431
2295,2,21,11350781
744,2,25,3915593
924,2,23,4374066
2933,5,14,16005034
3483,5,27,18061332
1131,1,8,5779578
1437,3,35,6972416
4723,6,0,26053785
3479,5,5,18998276
2060,3,31,10629862
3787,4,35,19803955
3894,5,32,20609927
4423,5,22,23589086
2140,3,30,10867998
4685,6,32,24729915
3771,5,26,19977454
682,1,2,3997548
3807,4,38,19737936
875,1,38,3479051
1879,3,34,9184755
1313,3,23,6788606
2293,3,32,11764312
1173,1,38,5366076
1146,2,36,5479244
3032,5,0,16668351
3762,5,30,19661317
2243,3,36,11360804
3060,3,38,15533894
1480,1,26,7239822
4958,8,29,26542974
3994,5,8,21366005
2136,4,39,10864478
4839,7,8,26711679
1881,1,2,9834324
1744,2,22,8640066
1226,1,36,5331828
4264,6,38,22720614
2470,3,16,13216338
4603,6,40,23834973
942,1,2,5451206
4778,7,33,25469409
3273,4,14,17785870
4345,5,28,22621156
2220,4,39,10919611
4184,7,11,22750510
3523,4,6,19017426
3874,5,38,19900614
1022,1,13,4985079
4159,5,38,21791063
2079,3,15,11126144
933,1,21,4182556
3437,6,27,18590339
734,1,4,4248796
3985,7,17,21368844
4278,6,27,22979073
4845,7,35,25860056
3680,5,4,20066887
2956,5,35,15624619
2870,4,26,14930771
3537,4,12,18896665
4906,8,7,27090642
4858,7,17,26088995
3315,6,27,17603251
1207,1,1,6315086
2421,3,33,12378095
3483,6,18,19023499
4014,6,8,21578492
603,1,34,2588799
2825,5,13,15434856
1542,1,30,7519900
3352,4,22,17599443
1910,1,29,9413031
965,2,6,5561000
3267,5,15,17620989
3408,4,3,18538926
2745,3,32,13731245
2396,4,7,12940141
2486,3,18,13284169
3325,4,32,17562140
3870,4,34,20292550
4090,7,33,22065872
3527,5,9,19487309
2444,3,29,12782362
1332,3,35,6703989
939,1,27,4130751
4957,7,4,27246751
1271,1,27,5944029
3194,3,25,16375582
2295,3,4,12410838
4825,7,27,25881697
1363,2,16,6977543
895,1,32,3818773
4580,6,0,25284202
4355,5,15,23649666
1558,2,4,8225937
2760,5,30,14795254
4927,6,22,26278755
1737,3,40,8715976
1955,4,1,11150773
2732,5,12,14961429
4078,6,7,22222043
4367,6,13,23956558
3050,4,37,16006694
4396,6,26,23797028
4022,5,32,21045601
877,2,0,4931592
2434,2,19,12527414
